ID,sex,age,occupations
7682,1,43,20
7683,0,35,0
7684,1,21,2
7685,1,20,2
7686,1,100,1
7687,1,50,5
7688,0,72,20
7689,0,63,12
7690,1,29,0
7691,0,32,2
7692,0,75,0
7693,1,23,0
7694,0,33,20
7695,0,52,14
7696,0,66,18
7697,1,29,14
7698,1,36,12
7699,0,61,20
7700,0,33,21
7701,0,26,1
7702,0,27,18
7703,1,73,14
7704,0,24,14
7705,1,37,12
7706,1,38,7
7707,1,39,12
7708,1,63,0
7709,0,12,-1
7710,1,16,-1
7711,0,65,21
7712,0,44,18
7713,0,37,1
7714,0,51,16
7715,1,37,2
7716,1,41,12
7717,1,37,18
7718,0,20,12
7719,0,54,21
7720,0,14,-1
7721,1,62,12
7722,1,52,15
7723,1,38,21
7724,0,72,11
7725,1,45,14
7726,0,4,-1
7727,0,52,16
7728,0,30,12
7729,0,57,21
7730,1,15,-1
7731,0,34,15
7732,0,55,12
7733,1,53,12
7734,0,8,-1
7735,0,39,20
7736,1,36,12
7737,0,53,0
7738,1,79,8
7739,1,49,21
7740,0,26,1
7741,1,56,1
7742,1,22,14
7743,1,4,-1
7744,0,12,-1
7745,1,15,-1
7746,1,8,-1
7747,1,11,-1
7748,0,5,-1
7749,1,53,1
7750,1,21,1
7751,0,35,1
7752,1,39,2
7753,0,57,1
7754,0,34,2
7755,0,59,14
7756,0,18,-1
7757,0,56,12
7758,1,71,18
7759,0,24,20
7760,0,64,14
7761,0,43,15
7762,1,10,-1
7763,1,37,2
7764,0,45,1
7765,1,33,20
7766,1,45,15
7767,1,39,12
7768,1,33,4
7769,0,41,12
7770,1,17,-1
7771,1,82,9
7772,0,13,-1
7773,0,30,21
7774,1,35,13
7775,0,2,-1
7776,0,43,16
7777,0,33,16
7778,1,2,-1
7779,0,17,-1
7780,1,58,20
7781,0,37,19
7782,0,23,12
7783,0,27,14
7784,1,37,21
7785,0,77,12
7786,1,20,18
7787,1,16,-1
7788,1,81,0
7789,1,41,2
7790,1,26,18
7791,1,31,10
7792,0,30,20
7793,0,44,0
7794,1,29,17
7795,1,9,-1
7796,0,14,-1
7797,0,69,9
7798,0,32,21
7799,0,48,16
7800,0,61,20
7801,0,49,0
7802,0,0,-1
7803,1,4,-1
7804,0,15,-1
7805,1,40,2
7806,1,22,14
7807,0,54,2
7808,1,27,2
7809,1,50,18
7810,1,20,2
7811,0,9,-1
7812,1,8,-1
7813,1,52,19
7814,1,7,-1
7815,1,63,2
7816,1,40,0
7817,1,31,20
7818,0,85,1
7819,1,42,12
7820,0,17,-1
7821,0,35,0
7822,0,26,12
7823,1,36,0
7824,1,56,12
7825,1,59,0
7826,0,16,-1
7827,1,50,16
7828,0,16,-1
7829,0,55,1
7830,0,3,-1
7831,1,21,20
7832,1,24,21
7833,0,15,-1
7834,0,55,20
7835,1,5,-1
7836,1,21,5
7837,1,30,14
7838,1,80,17
7839,1,91,14
7840,0,73,13
7841,1,45,21
7842,1,5,-1
7843,1,33,14
7844,1,59,0
7845,0,61,14
7846,0,58,16
7847,1,40,12
7848,1,18,-1
7849,1,1,-1
7850,1,41,12
7851,1,20,0
7852,0,10,-1
7853,1,37,21
7854,1,79,7
7855,1,23,12
7856,1,57,1
7857,1,50,14
7858,1,24,14
7859,0,41,2
7860,0,44,14
7861,0,51,12
7862,0,49,20
7863,1,52,18
7864,1,22,14
7865,1,50,2
7866,0,40,2
7867,1,53,19
7868,1,15,-1
7869,0,25,21
7870,1,14,-1
7871,1,34,14
7872,1,67,2
7873,0,4,-1
7874,1,46,0
7875,1,73,11
7876,1,44,12
7877,1,28,1
7878,0,56,2
7879,0,9,-1
7880,1,24,12
7881,1,5,-1
7882,1,40,15
7883,1,21,12
7884,1,5,-1
7885,0,5,-1
7886,1,24,1
7887,1,22,14
7888,0,74,0
7889,1,28,20
7890,1,72,2
7891,1,59,4
7892,0,62,14
7893,0,17,-1
7894,0,48,12
7895,0,29,16
7896,1,48,21
7897,1,46,12
7898,1,63,2
7899,1,21,12
7900,0,87,12
7901,1,57,18
7902,1,3,-1
7903,0,33,21
7904,0,56,14
7905,0,24,9
7906,1,73,16
7907,0,44,2
7908,0,35,12
7909,0,52,2
7910,1,27,2
7911,0,57,20
7912,0,33,18
7913,0,30,0
7914,0,26,15
7915,0,28,1
7916,0,46,16
7917,1,44,14
7918,1,45,16
7919,1,23,14
7920,1,61,12
7921,1,19,14
7922,1,56,2
7923,1,68,16
7924,1,21,14
7925,1,13,-1
7926,0,59,8
7927,0,14,-1
7928,1,21,1
7929,1,34,1
7930,1,18,-1
7931,0,55,12
7932,1,44,12
7933,0,64,19
7934,1,13,-1
7935,1,65,18
7936,1,49,0
7937,0,46,14
7938,0,89,9
7939,1,6,-1
7940,1,17,-1
7941,0,27,12
7942,1,18,-1
7943,1,60,20
7944,1,3,-1
7945,1,55,12
7946,0,9,-1
7947,1,35,0
7948,1,25,21
7949,0,22,12
7950,1,58,21
7951,0,8,-1
7952,0,12,-1
7953,0,55,12
7954,1,28,21
7955,1,43,14
7956,0,14,-1
7957,1,14,-1
7958,1,44,2
7959,1,17,-1
7960,0,23,14
7961,0,14,-1
7962,0,60,3
7963,1,61,21
7964,0,51,1
7965,1,46,20
7966,1,46,14
7967,0,29,14
7968,1,73,0
7969,0,34,11
7970,1,33,14
7971,1,27,14
7972,0,18,-1
7973,0,55,12
7974,1,51,14
7975,0,24,16
7976,1,21,17
7977,1,25,14
7978,1,35,21
7979,1,62,13
7980,0,11,-1
7981,0,0,-1
7982,0,41,14
7983,1,6,-1
7984,0,93,15
7985,1,73,19
7986,0,29,2
7987,1,14,-1
7988,1,24,1
7989,1,37,13
7990,0,14,-1
7991,1,60,21
7992,0,49,18
7993,1,14,-1
7994,0,54,14
7995,0,29,12
7996,1,10,-1
7997,0,1,-1
7998,0,51,14
7999,0,32,14
8000,1,32,12
8001,0,27,21
8002,0,31,0
8003,0,41,1
8004,0,25,12
8005,0,32,14
8006,0,98,14
8007,0,7,-1
8008,1,36,14
8009,1,11,-1
8010,0,62,2
8011,0,61,14
8012,1,55,14
8013,1,6,-1
8014,0,46,0
8015,0,87,0
8016,1,27,2
8017,1,51,2
8018,0,64,18
8019,0,24,13
8020,0,18,-1
8021,0,12,-1
8022,1,10,-1
8023,1,25,14
8024,1,60,20
8025,0,53,1
8026,1,37,14
8027,1,19,12
8028,1,51,1
8029,1,60,12
8030,1,10,-1
8031,1,15,-1
8032,1,40,21
8033,0,17,-1
8034,1,53,2
8035,1,43,21
8036,0,35,21
8037,1,16,-1
8038,1,46,12
8039,1,40,14
8040,1,7,-1
8041,0,32,20
8042,0,45,12
8043,1,45,20
8044,0,83,1
8045,1,64,16
8046,1,68,21
8047,0,20,0
8048,1,36,2
8049,0,15,-1
8050,0,31,8
8051,0,44,0
8052,1,26,20
8053,1,2,-1
8054,1,32,0
8055,0,44,12
8056,1,59,2
8057,1,52,0
8058,1,52,12
8059,1,27,12
8060,0,31,21
8061,0,46,14
8062,1,12,-1
8063,1,35,0
8064,1,80,20
8065,1,41,0
8066,1,3,-1
8067,0,4,-1
8068,0,36,0
8069,0,66,14
8070,1,14,-1
8071,1,75,0
8072,1,44,14
8073,1,34,0
8074,0,12,-1
8075,1,52,9
8076,1,7,-1
8077,1,6,-1
8078,0,80,3
8079,0,24,16
8080,1,47,15
8081,1,36,0
8082,1,3,-1
8083,0,3,-1
8084,1,5,-1
8085,0,39,15
8086,0,11,-1
8087,1,81,15
8088,1,27,2
8089,1,63,12
8090,0,16,-1
8091,1,18,-1
8092,1,29,13
8093,0,10,-1
8094,1,10,-1
8095,0,1,-1
8096,1,56,14
8097,0,8,-1
8098,1,36,1
8099,1,10,-1
8100,0,22,2
8101,1,21,12
8102,1,50,2
8103,1,32,0
8104,1,35,0
8105,0,5,-1
8106,0,32,20
8107,0,22,9
8108,0,52,1
8109,0,59,14
8110,0,69,12
8111,0,4,-1
8112,1,60,1
8113,1,29,0
8114,1,13,-1
8115,1,6,-1
8116,1,17,-1
8117,1,58,0
8118,0,34,21
8119,0,12,-1
8120,0,50,14
8121,1,19,12
8122,0,17,-1
8123,1,47,18
8124,1,82,14
8125,1,23,2
8126,1,45,19
8127,0,36,14
8128,0,55,21
8129,1,43,12
8130,0,32,14
8131,1,37,14
8132,1,89,0
8133,1,25,2
8134,1,16,-1
8135,0,20,20
8136,0,51,14
8137,0,39,21
8138,1,29,3
8139,1,43,1
8140,0,46,15
8141,1,50,15
8142,0,16,-1
8143,0,22,15
8144,1,1,-1
8145,1,64,9
8146,1,75,9
8147,1,25,12
8148,1,33,20
8149,0,28,2
8150,0,34,0
8151,1,29,12
8152,1,48,12
8153,0,24,15
8154,1,32,20
8155,1,55,19
8156,1,11,-1
8157,0,22,0
8158,1,5,-1
8159,1,57,2
8160,1,34,20
8161,1,3,-1
8162,0,16,-1
8163,0,21,1
8164,0,30,18
8165,1,45,9
8166,0,43,12
8167,0,46,19
8168,1,62,15
8169,0,9,-1
8170,1,5,-1
8171,0,5,-1
8172,1,41,14
8173,1,22,12
8174,1,70,0
8175,1,1,-1
8176,1,30,20
8177,1,81,16
8178,0,55,1
8179,0,29,13
8180,1,8,-1
8181,0,34,14
8182,1,39,15
8183,0,36,14
8184,1,19,0
8185,0,10,-1
8186,0,37,21
8187,1,30,16
8188,1,19,18
8189,0,28,9
8190,1,11,-1
8191,1,27,8
8192,0,39,21
8193,1,87,21
8194,0,29,13
8195,0,19,9
8196,0,15,-1
8197,0,62,9
8198,1,26,19
8199,1,44,4
8200,0,27,1
8201,1,23,12
8202,0,61,20
8203,0,62,16
8204,0,25,2
8205,0,88,6
8206,1,45,14
8207,1,0,-1
8208,0,48,1
8209,0,56,12
8210,1,12,-1
8211,1,50,0
8212,0,24,18
8213,0,76,20
8214,0,4,-1
8215,1,49,18
8216,0,37,0
8217,0,55,1
8218,1,52,13
8219,0,35,1
8220,0,52,21
8221,1,47,6
8222,1,11,-1
8223,1,28,20
8224,1,78,1
8225,0,52,12
8226,0,62,1
8227,1,49,3
8228,0,39,1
8229,1,45,1
8230,1,30,1
8231,0,35,2
8232,1,60,1
8233,0,42,2
8234,1,10,-1
8235,0,6,-1
8236,1,24,20
8237,0,16,-1
8238,1,28,14
8239,1,9,-1
8240,1,45,1
8241,0,55,12
8242,0,0,-1
8243,1,6,-1
8244,0,51,2
8245,1,24,12
8246,0,35,9
8247,0,51,18
8248,0,11,-1
8249,0,27,14
8250,1,22,12
8251,0,8,-1
8252,0,50,19
8253,1,18,-1
8254,0,33,11
8255,0,42,14
8256,1,33,20
8257,1,55,18
8258,1,45,1
8259,1,47,1
8260,1,20,14
8261,1,37,13
8262,1,12,-1
8263,1,3,-1
8264,0,19,1
8265,0,14,-1
8266,1,9,-1
8267,0,39,18
8268,0,26,2
8269,1,38,18
8270,1,75,21
8271,0,37,14
8272,0,45,2
8273,0,26,1
8274,1,41,19
8275,0,72,14
8276,0,46,12
8277,0,45,12
8278,0,39,16
8279,0,12,-1
8280,0,56,0
8281,1,66,14
8282,0,35,19
8283,0,47,9
8284,1,2,-1
8285,1,28,1
8286,0,13,-1
8287,0,48,0
8288,0,43,2
8289,0,20,15
8290,1,17,-1
8291,1,2,-1
8292,1,28,21
8293,0,10,-1
8294,1,44,1
8295,1,72,12
8296,1,24,2
8297,1,25,21
8298,1,10,-1
8299,0,49,12
8300,1,4,-1
8301,1,33,16
8302,1,42,14
8303,1,15,-1
8304,0,19,16
8305,1,8,-1
8306,0,60,0
8307,1,10,-1
8308,1,41,14
8309,0,53,14
8310,0,40,12
8311,1,45,1
8312,1,39,21
8313,0,46,10
8314,0,51,14
8315,1,43,13
8316,1,60,1
8317,1,12,-1
8318,1,51,1
8319,0,65,14
8320,1,1,-1
8321,1,43,14
8322,0,53,21
8323,1,53,18
8324,0,52,16
8325,0,62,14
8326,1,41,1
8327,1,38,9
8328,1,51,16
8329,0,1,-1
8330,1,16,-1
8331,0,32,1
8332,0,30,2
8333,0,48,1
8334,0,24,18
8335,0,34,1
8336,1,43,21
8337,1,32,14
8338,1,75,2
8339,1,2,-1
8340,0,4,-1
8341,1,25,12
8342,0,67,1
8343,1,5,-1
8344,1,54,14
8345,0,46,21
8346,0,32,14
8347,0,13,-1
8348,0,26,9
8349,1,30,1
8350,0,13,-1
8351,1,72,0
8352,1,54,12
8353,0,4,-1
8354,1,47,1
8355,1,84,19
8356,0,50,0
8357,1,20,0
8358,0,5,-1
8359,0,19,0
8360,1,78,12
8361,0,55,20
8362,0,29,2
8363,1,46,1
8364,1,70,15
8365,0,11,-1
8366,0,30,14
8367,1,58,21
8368,0,43,15
8369,0,68,15
8370,1,45,1
8371,1,4,-1
8372,0,33,12
8373,0,3,-1
8374,0,23,12
8375,0,40,12
8376,0,65,21
8377,0,5,-1
8378,0,7,-1
8379,0,41,11
8380,1,2,-1
8381,0,20,1
8382,1,30,19
8383,1,40,14
8384,0,39,16
8385,1,5,-1
8386,0,50,12
8387,0,9,-1
8388,0,5,-1
8389,0,70,14
8390,0,57,2
8391,1,22,9
8392,1,79,14
8393,1,81,21
8394,1,95,21
8395,0,7,-1
8396,0,47,0
8397,0,4,-1
8398,0,47,20
8399,1,21,12
8400,0,58,14
8401,1,65,14
8402,1,16,-1
8403,0,18,-1
8404,1,12,-1
8405,1,61,20
8406,1,53,14
8407,0,26,2
8408,1,17,-1
8409,0,7,-1
8410,0,22,21
8411,0,21,7
8412,0,45,12
8413,0,14,-1
8414,0,56,21
8415,1,39,12
8416,1,5,-1
8417,1,25,12
8418,1,22,2
8419,0,42,12
8420,0,26,9
8421,1,27,7
8422,0,62,2
8423,1,43,21
8424,1,8,-1
8425,1,72,12
8426,1,56,16
8427,1,69,2
8428,1,20,14
8429,1,19,16
8430,1,20,21
8431,0,3,-1
8432,1,39,21
8433,0,43,1
8434,0,32,2
8435,1,13,-1
8436,0,39,12
8437,1,19,18
8438,0,22,11
8439,0,11,-1
8440,1,24,2
8441,1,62,1
8442,0,34,2
8443,0,54,2
8444,1,22,0
8445,0,63,3
8446,0,58,20
8447,1,66,0
8448,0,41,14
8449,1,26,21
8450,1,40,18
8451,0,8,-1
8452,0,5,-1
8453,0,27,14
8454,0,18,-1
8455,1,36,14
8456,1,40,1
8457,0,8,-1
8458,1,48,20
8459,0,17,-1
8460,0,3,-1
8461,1,34,0
8462,0,35,1
8463,1,7,-1
8464,0,46,9
8465,1,47,3
8466,1,56,19
8467,1,23,20
8468,1,54,14
8469,0,37,12
8470,1,63,14
8471,1,31,2
8472,1,12,-1
8473,1,17,-1
8474,0,20,9
8475,1,46,2
8476,0,44,1
8477,0,48,16
8478,0,35,12
8479,1,19,12
8480,0,48,14
8481,1,32,9
8482,0,0,-1
8483,0,46,14
8484,0,72,20
8485,1,28,21
8486,0,30,0
8487,1,55,16
8488,0,8,-1
8489,0,44,18
8490,1,24,18
8491,0,13,-1
8492,0,21,15
8493,0,60,15
8494,1,38,21
8495,0,71,1
8496,1,12,-1
8497,1,49,3
8498,0,22,21
8499,0,52,14
8500,0,28,14
8501,0,6,-1
8502,1,19,14
8503,0,23,16
8504,0,14,-1
8505,1,77,21
8506,0,20,8
8507,1,83,14
8508,0,38,18
8509,0,47,21
8510,0,9,-1
8511,1,53,12
8512,0,33,18
8513,0,63,16
8514,1,20,0
8515,1,42,14
8516,0,15,-1
8517,0,42,0
8518,0,54,20
8519,0,43,12
8520,1,22,11
8521,0,21,20
8522,0,31,2
8523,0,7,-1
8524,0,63,15
8525,0,62,14
8526,1,36,14
8527,0,2,-1
8528,1,12,-1
8529,0,19,21
8530,0,17,-1
8531,1,27,14
8532,1,27,20
8533,0,53,18
8534,0,17,-1
8535,0,44,14
8536,1,46,14
8537,0,18,-1
8538,0,53,2
8539,1,24,2
8540,0,25,2
8541,0,34,7
8542,1,60,18
8543,1,33,0
8544,1,5,-1
8545,0,44,21
8546,1,12,-1
8547,1,78,12
8548,1,37,16
8549,0,50,21
8550,0,40,12
8551,0,40,21
8552,0,10,-1
8553,1,46,12
8554,1,81,12
8555,0,7,-1
8556,1,23,1
8557,1,87,15
8558,1,33,21
8559,0,72,18
8560,1,39,1
8561,0,71,14
8562,0,42,14
8563,0,27,20
8564,0,58,15
8565,1,38,17
8566,0,16,-1
8567,1,36,17
8568,0,42,14
8569,0,27,14
8570,0,56,14
8571,0,11,-1
8572,0,22,12
8573,1,45,16
8574,0,73,0
8575,1,3,-1
8576,1,60,2
8577,0,88,12
8578,0,42,21
8579,0,21,15
8580,0,30,14
8581,0,37,14
8582,0,19,0
8583,0,20,21
8584,0,21,1
8585,1,47,2
8586,0,14,-1
8587,1,82,21
8588,0,72,1
8589,1,30,18
8590,1,2,-1
8591,0,18,-1
8592,0,47,21
8593,0,8,-1
8594,0,11,-1
8595,0,80,16
8596,1,30,14
8597,1,25,16
8598,0,26,15
8599,0,41,12
8600,1,60,20
8601,0,20,12
8602,0,26,12
8603,1,25,12
8604,1,46,14
8605,1,6,-1
8606,0,62,18
8607,1,30,14
8608,0,53,12
8609,1,17,-1
8610,1,16,-1
8611,0,39,7
8612,0,61,1
8613,1,65,1
8614,0,13,-1
8615,1,27,12
8616,0,64,0
8617,0,27,16
8618,1,32,14
8619,1,42,14
8620,0,10,-1
8621,1,70,14
8622,0,47,18
8623,0,61,1
8624,1,60,14
8625,1,64,10
8626,0,16,-1
8627,0,39,21
8628,0,48,1
8629,1,49,14
8630,1,54,0
8631,0,38,15
8632,1,74,20
8633,1,54,0
8634,0,35,5
8635,1,52,20
8636,1,15,-1
8637,1,70,0
8638,0,43,12
8639,1,30,15
8640,0,29,12
8641,1,54,9
8642,1,67,15
8643,0,54,0
8644,0,34,14
8645,0,14,-1
8646,0,6,-1
8647,1,52,1
8648,1,55,12
8649,1,49,20
8650,1,39,12
8651,1,5,-1
8652,1,33,0
8653,1,18,-1
8654,0,55,12
8655,0,64,1
8656,1,43,14
8657,0,70,12
8658,1,40,20
8659,1,39,21
8660,1,38,14
8661,0,18,-1
8662,0,58,9
8663,1,42,2
8664,1,30,14
8665,1,28,20
8666,1,82,0
8667,1,69,21
8668,0,37,21
8669,0,1,-1
8670,1,69,16
8671,0,67,12
8672,0,72,21
8673,0,43,16
8674,0,57,12
8675,1,10,-1
8676,0,21,16
8677,0,58,16
8678,1,6,-1
8679,1,39,18
8680,0,71,9
8681,0,28,1
8682,0,7,-1
8683,1,43,14
8684,0,45,14
8685,1,3,-1
8686,0,43,18
8687,0,47,21
8688,0,14,-1
8689,0,46,3
8690,1,24,13
8691,0,11,-1
8692,0,21,2
8693,1,83,12
8694,0,17,-1
8695,1,50,1
8696,1,56,1
8697,1,17,-1
8698,0,46,16
8699,0,63,14
8700,1,66,14
8701,1,34,9
8702,1,57,1
8703,0,19,1
8704,1,55,8
8705,0,28,1
8706,1,6,-1
8707,1,36,18
8708,0,70,0
8709,1,74,21
8710,1,38,14
8711,1,28,1
8712,1,22,12
8713,0,68,21
8714,1,52,1
8715,0,67,1
8716,1,23,12
8717,0,21,15
8718,0,36,1
8719,0,8,-1
8720,0,49,9
8721,0,32,2
8722,0,64,20
8723,0,40,9
8724,1,65,2
8725,0,15,-1
8726,0,1,-1
8727,0,25,13
8728,1,50,12
8729,0,9,-1
8730,1,74,15
8731,0,32,12
8732,1,51,1
8733,1,40,2
8734,0,67,16
8735,1,23,19
8736,1,7,-1
8737,1,9,-1
8738,1,31,0
8739,1,75,12
8740,0,40,2
8741,1,65,21
8742,1,30,20
8743,0,29,19
8744,0,75,12
8745,0,57,12
8746,1,8,-1
8747,1,34,20
8748,1,39,12
8749,1,37,7
8750,1,69,18
8751,1,38,12
8752,1,35,0
8753,0,53,1
8754,0,33,20
8755,0,65,1
8756,0,58,14
8757,0,7,-1
8758,1,40,19
8759,0,7,-1
8760,1,67,7
8761,1,13,-1
8762,1,57,9
8763,0,14,-1
8764,0,74,12
8765,1,48,9
8766,0,54,18
8767,1,18,-1
8768,0,15,-1
8769,0,52,18
8770,1,55,12
8771,0,12,-1
8772,0,16,-1
8773,1,52,0
8774,1,82,14
8775,1,39,19
8776,0,35,0
8777,1,22,2
8778,0,63,0
8779,0,10,-1
8780,1,5,-1
8781,1,1,-1
8782,0,56,20
8783,0,38,12
8784,1,47,21
8785,0,40,13
8786,0,48,21
8787,1,23,0
8788,1,17,-1
8789,0,7,-1
8790,0,12,-1
8791,0,17,-1
8792,0,38,1
8793,1,11,-1
8794,1,50,19
8795,1,43,1
8796,1,59,21
8797,1,34,21
8798,0,6,-1
8799,0,25,9
8800,0,43,21
8801,1,22,2
8802,1,38,21
8803,1,36,3
8804,1,37,21
8805,1,7,-1
8806,1,52,2
8807,0,37,14
8808,1,20,16
8809,0,15,-1
8810,0,25,14
8811,1,20,14
8812,0,0,-1
8813,1,60,12
8814,1,32,14
8815,1,51,7
8816,0,54,0
8817,0,40,2
8818,0,41,12
8819,0,15,-1
8820,0,33,1
8821,0,89,15
8822,0,44,1
8823,0,18,-1
8824,1,12,-1
8825,1,8,-1
8826,0,31,2
8827,0,47,2
8828,0,24,15
8829,1,74,15
8830,1,33,14
8831,1,4,-1
8832,1,39,15
8833,1,35,12
8834,1,34,14
8835,1,37,20
8836,0,1,-1
8837,0,41,1
8838,0,92,2
8839,1,72,18
8840,0,8,-1
8841,1,26,2
8842,0,5,-1
8843,1,55,14
8844,1,55,0
8845,1,34,14
8846,0,35,15
8847,1,36,18
8848,0,17,-1
8849,0,52,2
8850,1,35,2
8851,1,64,12
8852,1,72,14
8853,0,27,14
8854,1,12,-1
8855,0,51,19
8856,1,54,14
8857,1,38,21
8858,1,3,-1
8859,1,51,1
8860,1,56,5
8861,0,50,1
8862,0,31,15
8863,1,25,12
8864,0,18,-1
8865,0,9,-1
8866,1,39,14
8867,0,31,14
8868,1,24,14
8869,0,47,15
8870,0,37,12
8871,0,43,2
8872,0,12,-1
8873,0,21,12
8874,0,8,-1
8875,0,68,0
8876,1,60,14
8877,1,29,14
8878,1,20,0
8879,1,6,-1
8880,0,70,2
8881,0,41,12
8882,1,12,-1
8883,1,39,2
8884,1,53,20
8885,0,41,2
8886,1,21,15
8887,1,33,14
8888,0,40,2
8889,1,8,-1
8890,0,14,-1
8891,0,27,18
8892,1,53,21
8893,1,27,14
8894,1,26,0
8895,1,93,2
8896,0,34,0
8897,0,30,14
8898,0,68,0
8899,0,41,1
8900,0,49,0
8901,0,47,0
8902,0,3,-1
8903,0,90,12
8904,0,34,18
8905,0,59,20
8906,1,21,1
8907,1,41,12
8908,1,17,-1
8909,1,13,-1
8910,1,36,0
8911,0,22,9
8912,0,24,12
8913,1,120,13
8914,1,32,21
8915,0,57,3
8916,1,44,12
8917,1,46,2
8918,0,41,0
8919,1,33,2
8920,1,29,20
8921,1,31,12
8922,1,63,14
8923,1,3,-1
8924,0,22,21
8925,1,51,1
8926,0,45,15
8927,1,21,0
8928,1,13,-1
8929,0,34,1
8930,0,37,0
8931,0,33,16
8932,1,69,16
8933,0,30,20
8934,0,4,-1
8935,1,16,-1
8936,0,9,-1
8937,1,36,19
8938,0,14,-1
8939,0,10,-1
8940,0,66,16
8941,1,16,-1
8942,0,21,14
8943,1,51,0
8944,0,34,12
8945,1,32,14
8946,0,59,11
8947,0,32,13
8948,0,51,14
8949,0,32,1
8950,0,75,14
8951,0,10,-1
8952,0,18,-1
8953,1,49,2
8954,1,38,3
8955,1,70,0
8956,0,49,0
8957,0,44,14
8958,0,34,14
8959,0,37,16
8960,0,34,18
8961,1,23,1
8962,0,48,15
8963,0,14,-1
8964,0,52,12
8965,1,31,12
8966,1,5,-1
8967,1,30,1
8968,0,27,14
8969,1,35,14
8970,1,14,-1
8971,0,35,14
8972,1,17,-1
8973,0,19,12
8974,0,87,20
8975,0,6,-1
8976,1,76,19
8977,1,19,9
8978,0,34,12
8979,0,32,2
8980,1,16,-1
8981,0,41,14
8982,0,28,13
8983,0,3,-1
8984,1,34,14
8985,0,54,18
8986,0,57,12
8987,0,76,12
8988,0,1,-1
8989,1,14,-1
8990,0,11,-1
8991,0,55,20
8992,1,50,9
8993,0,18,-1
8994,1,50,12
8995,1,11,-1
8996,0,46,1
8997,1,8,-1
8998,1,41,2
8999,0,65,12
9000,0,29,1
9001,1,20,15
9002,0,68,10
9003,1,51,2
9004,1,28,12
9005,0,68,14
9006,1,39,0
9007,0,41,16
9008,0,29,1
9009,1,54,19
9010,0,70,2
9011,0,69,14
9012,1,42,0
9013,0,59,0
9014,0,6,-1
9015,1,58,2
9016,1,36,18
9017,0,37,13
9018,1,37,7
9019,1,27,12
9020,0,57,2
9021,0,14,-1
9022,1,31,9
9023,0,39,21
9024,1,20,2
9025,1,32,1
9026,1,16,-1
9027,0,42,1
9028,0,49,15
9029,0,69,0
9030,1,94,19
9031,0,66,1
9032,0,39,21
9033,0,9,-1
9034,1,52,16
9035,0,61,14
9036,1,25,18
9037,1,33,15
9038,1,40,16
9039,1,50,2
9040,0,21,0
9041,1,66,14
9042,1,19,12
9043,1,35,21
9044,1,5,-1
9045,1,19,0
9046,1,38,12
9047,0,60,14
9048,0,71,14
9049,0,62,18
9050,1,13,-1
9051,1,73,13
9052,1,1,-1
9053,0,3,-1
9054,0,59,14
9055,0,3,-1
9056,1,17,-1
9057,0,75,21
9058,0,23,16
9059,1,57,8
9060,1,49,12
9061,0,59,12
9062,0,32,15
9063,0,46,2
9064,0,23,3
9065,0,15,-1
9066,1,22,12
9067,0,58,15
9068,1,96,14
9069,1,54,1
9070,0,48,14
9071,0,21,0
9072,0,38,0
9073,1,2,-1
9074,1,9,-1
9075,0,57,15
9076,0,29,12
9077,0,49,12
9078,1,59,14
9079,1,29,20
9080,0,60,0
9081,0,37,21
9082,1,26,1
9083,0,10,-1
9084,0,71,1
9085,0,20,12
9086,0,30,0
9087,1,17,-1
9088,1,32,12
9089,1,3,-1
9090,0,25,12
9091,0,37,0
9092,0,6,-1
9093,0,13,-1
9094,1,30,1
9095,1,35,18
9096,0,39,13
9097,0,13,-1
9098,0,70,2
9099,0,33,13
9100,1,56,14
9101,1,17,-1
9102,0,36,12
9103,1,58,16
9104,0,51,14
9105,0,82,0
9106,0,61,14
9107,0,47,20
9108,0,24,12
9109,0,30,8
9110,0,60,12
9111,1,1,-1
9112,0,43,9
9113,0,57,21
9114,0,31,19
9115,1,28,9
9116,0,22,14
9117,1,79,7
9118,0,59,14
9119,0,15,-1
9120,1,39,1
9121,1,67,14
9122,0,25,1
9123,0,48,19
9124,1,31,16
9125,0,61,12
9126,0,12,-1
9127,0,26,14
9128,1,3,-1
9129,1,60,19
9130,0,46,1
9131,1,42,1
9132,0,23,14
9133,0,53,20
9134,0,24,12
9135,1,81,14
9136,0,29,1
9137,0,4,-1
9138,1,38,19
9139,1,36,12
9140,1,10,-1
9141,1,53,14
9142,1,66,2
9143,1,31,2
9144,0,19,2
9145,1,6,-1
9146,1,33,20
9147,0,59,9
9148,1,60,2
9149,0,2,-1
9150,1,35,14
9151,1,32,18
9152,1,60,15
9153,1,3,-1
9154,0,69,11
9155,1,34,18
9156,1,73,14
9157,1,6,-1
9158,0,37,18
9159,1,27,1
9160,0,7,-1
9161,1,48,15
9162,1,8,-1
9163,0,53,5
9164,0,11,-1
9165,1,54,21
9166,0,61,14
9167,0,50,21
9168,0,34,1
9169,0,55,20
9170,0,24,0
9171,0,67,0
9172,1,21,18
9173,1,16,-1
9174,1,9,-1
9175,1,28,1
9176,1,84,21
9177,0,52,10
9178,1,26,0
9179,1,31,15
9180,0,24,9
9181,1,2,-1
9182,1,76,14
9183,0,39,14
9184,1,77,18
9185,1,99,12
9186,1,4,-1
9187,0,44,12
9188,1,41,21
9189,1,11,-1
9190,1,7,-1
9191,0,4,-1
9192,0,79,21
9193,0,42,2
9194,1,24,8
9195,1,22,11
